ISO_639	Language_Name	Uninverted_Name	Country_Code	Country_Name	Region_Code	Region_Name	Area	L1_Users	Digits	All_Users	Countries	Family	Classification	Latitude	Longitude	EGIDS	Is_Written	Institutional	Developing	Vigorous	In_Trouble	Dying	Extinct
msr	Mongolian Sign Language	Mongolian Sign Language	MN	Mongolia	EAS	Eastern Asia	Asia	12000	5	12000	1	Sign language	Sign language, Deaf Community Sign Languages	48.6853	107.5283	6a	T	0	0	1	0	0	0
mss	Masela, West	West Masela	ID	Indonesia	SEA	South-Eastern Asia	Asia	850	3	850	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Babar, South, Masela-South Babar	-8.1818	129.8336	7	F	0	0	0	1	0	0
msu	Musom	Musom	PG	Papua New Guinea	MEL	Melanesia	Pacific	200	3	200	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu	-6.5571	146.9762	7	F	0	0	0	1	0	0
msv	Maslam	Maslam	CM	Cameroon	MAF	Middle Africa	Africa	250	3	250	2	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, B, B.1, Kotoko Proper, North	12.1588	14.9566	7	T	0	0	0	1	0	0
msw	Mansoanka	Mansoanka	GW	Guinea-Bissau	WAF	Western Africa	Africa	20730	5	20730	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Atlantic, Southern, Sua	12.2914	-15.1738	6a	T	0	0	1	0	0	0
msx	Moresada	Moresada	PG	Papua New Guinea	MEL	Melanesia	Pacific	200	3	200	1	Trans-New Guinea	Trans-New Guinea, Madang, South Adelbert, Josephstaal, Pomoikan	-4.5731	144.9909	6b	F	0	0	0	1	0	0
msy	Aruamu	Aruamu	PG	Papua New Guinea	MEL	Melanesia	Pacific	12000	5	12000	1	Ramu-Lower Sepik	Ramu-Lower Sepik, Ramu, Mikarew	-4.3083	144.9169	5	T	0	1	0	0	0	0
msz	Momare	Momare	PG	Papua New Guinea	MEL	Melanesia	Pacific	10	2	10	1	Trans-New Guinea	Trans-New Guinea, Finisterre-Huon, Huon, Eastern	-6.4035	147.6539	8b	F	0	0	0	0	1	0
mta	Manobo, Cotabato	Cotabato Manobo	PH	Philippines	SEA	South-Eastern Asia	Asia	30000	5	30000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Manobo, South	6.4292	124.2419	5	T	0	1	0	0	0	0
mtb	Anyin Morofo	Anyin Morofo	CI	Côte d’Ivoire	WAF	Western Africa	Africa	300000	6	300000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Bia, Northern	6.5277	-4.3001	6a	F	0	0	1	0	0	0
mtc	Munit	Munit	PG	Papua New Guinea	MEL	Melanesia	Pacific	910	3	910	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Kokon	-5.2503	145.5428	6a	F	0	0	1	0	0	0
mtd	Mualang	Mualang	ID	Indonesia	SEA	South-Eastern Asia	Asia	40000	5	40000	1	Austronesian	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Ibanic	0.3882	111.0433	5	T	0	1	0	0	0	0
mte	Mono	Mono	SB	Solomon Islands	MEL	Melanesia	Pacific	2940	4	2940	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Mono-Uruava	-7.0500	155.7587	6a	T	0	0	1	0	0	0
mtf	Murik	Murik	PG	Papua New Guinea	MEL	Melanesia	Pacific	1000	4	1000	1	Ramu-Lower Sepik	Ramu-Lower Sepik, Lower Sepik, Nor	-3.8696	144.1663	6b	T	0	0	0	1	0	0
mtg	Una	Una	ID	Indonesia	SEA	South-Eastern Asia	Asia	5600	4	5600	1	Trans-New Guinea	Trans-New Guinea, Mek, Eastern	-4.6895	140.0598	4	T	1	0	0	0	0	0
mth	Munggui	Munggui	ID	Indonesia	SEA	South-Eastern Asia	Asia	800	3	800	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Yapen, Central-Western	-1.6708	135.9220	6b	F	0	0	0	1	0	0
mti	Maiwa	Maiwa	PG	Papua New Guinea	MEL	Melanesia	Pacific	1400	4	1400	1	Trans-New Guinea	Trans-New Guinea, Southeast Papuan, Dagan	-9.6997	149.2897	5	T	0	1	0	0	0	0
mtj	Moskona	Moskona	ID	Indonesia	SEA	South-Eastern Asia	Asia	8000	4	8000	1	East Bird’s Head-Sentani	East Bird’s Head-Sentani, East Bird’s Head, Meax	-1.6581	133.1064	5	T	0	1	0	0	0	0
mtk	Mbo’	Mbo’	CM	Cameroon	MAF	Middle Africa	Africa	1490	4	1490	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Nkambe	6.2617	11.1061	6b	F	0	0	0	1	0	0
mtl	Montol	Montol	NG	Nigeria	WAF	Western Africa	Africa	21900	5	21900	1	Afro-Asiatic	Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2	9.0017	9.6375	6a	F	0	0	1	0	0	0
mtn	Matagalpa	Matagalpa	NI	Nicaragua	CAM	Central America	Americas	0	0		1	Misumalpan	Misumalpan, Sumu-Cacaopera-Matagalpa, Cacaopera-Matagalpa	12.9517	-85.4381	9	F	0	0	0	0	1	0
mto	Mixe, Totontepec	Totontepec Mixe	MX	Mexico	CAM	Central America	Americas	5470	4	5470	1	Mixe-Zoquean	Mixe-Zoquean, Mixean, Oaxaca Mixean	17.2121	-96.0279	5	T	0	1	0	0	0	0
mtp	Wichí Lhamtés Nocten	Wichí Lhamtés Nocten	BO	Bolivia	SAM	South America	Americas	2030	4	2030	2	Matacoan	Matacoan, Mataco	-21.7150	-63.1729	5	T	0	1	0	0	0	0
mtq	Muong	Muong	VN	Viet Nam	SEA	South-Eastern Asia	Asia	1270000	7	1270000	1	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Viet-Muong, Muong	20.7090	105.2266	6a	T	0	0	1	0	0	0
mtr	Mewari	Mewari	IN	India	SAS	Southern Asia	Asia	4210000	7	4210000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari	24.9787	74.6221	5	T	0	1	0	0	0	0
mts	Yora	Yora	PE	Peru	SAM	South America	Americas	450	3	450	1	Panoan	Panoan, Mainline, Unclassified	-11.3743	-72.0378	6a	T	0	0	1	0	0	0
mtt	Mota	Mota	VU	Vanuatu	MEL	Melanesia	Pacific	900	3	900	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	-13.8156	167.6852	6b	T	0	0	0	1	0	0
mtu	Mixtec, Tututepec	Tututepec Mixtec	MX	Mexico	CAM	Central America	Americas	1020	4	1020	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	16.1430	-97.5597	8a	T	0	0	0	0	1	0
mtv	Asaro’o	Asaro’o	PG	Papua New Guinea	MEL	Melanesia	Pacific	1250	4	1250	1	Trans-New Guinea	Trans-New Guinea, Finisterre-Huon, Finisterre, Warup	-5.6922	146.5248	6a	T	0	0	1	0	0	0
mtw	Binukidnon, Southern	Southern Binukidnon	PH	Philippines	SEA	South-Eastern Asia	Asia	7570	4	7570	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine	9.5313	122.7186	6a	F	0	0	1	0	0	0
mtx	Mixtec, Tidaá	Tidaá Mixtec	MX	Mexico	CAM	Central America	Americas	380	3	380	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	17.4137	-97.3303	6b	T	0	0	0	1	0	0
mty	Nabi	Nabi	PG	Papua New Guinea	MEL	Melanesia	Pacific	620	3	620	1	Torricelli	Torricelli, Wapei-Palei, Palei	-3.5740	142.3556	6a	F	0	0	1	0	0	0
mua	Mundang	Mundang	TD	Chad	MAF	Middle Africa	Africa	372700	6	372700	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Northern, Tupuri-Mambai	9.5954	14.4991	5	T	0	1	0	0	0	0
mub	Mubi	Mubi	TD	Chad	MAF	Middle Africa	Africa	35300	5	35300	1	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 2	12.7021	19.5825	6a	F	0	0	1	0	0	0
muc	Ajumbu	Ajumbu	CM	Cameroon	MAF	Middle Africa	Africa	200	3	200	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Yemne-Kimbi	6.5388	10.2329	6b	F	0	0	0	1	0	0
mud	Aleut, Mednyj	Mednyj Aleut	RU	Russian Federation	EEU	Eastern Europe	Europe	350	3	350	1	Mixed language	Mixed language, Russian-Aleut	54.6910	167.7312	8b	F	0	0	0	0	1	0
mue	Media Lengua	Media Lengua	EC	Ecuador	SAM	South America	Americas	2600	4	2600	1	Mixed language	Mixed language, Spanish-Quichua	-1.0438	-78.5401	6b	T	0	0	0	1	0	0
mug	Musgu	Musgu	CM	Cameroon	MAF	Middle Africa	Africa	164400	6	164400	2	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, B, B.2	10.8281	14.8787	5	T	0	1	0	0	0	0
muh	Mündü	Mündü	SS	South Sudan	EAF	Eastern Africa	Africa	25800	5	25800	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Eastern, Mundu	4.1555	30.1237	5	T	0	1	0	0	0	0
mui	Musi	Musi	ID	Indonesia	SEA	South-Eastern Asia	Asia	3116000	7	3116000	1	Austronesian	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Malay	-2.8460	104.3377	3	F	1	0	0	0	0	0
muj	Mabire	Mabire	TD	Chad	MAF	Middle Africa	Africa	0	0	0	1	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 1	11.7010	18.6351	x10	F	0	0	0	0	0	1
muk	Mugom	Mugom	NP	Nepal	SAS	Southern Asia	Asia	7000	4	7000	2	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang	31.9605	77.3672	6a	T	0	0	1	0	0	0
mum	Maiwala	Maiwala	PG	Papua New Guinea	MEL	Melanesia	Pacific	2450	4	2450	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Taupota	-10.3201	150.3219	6a	T	0	0	1	0	0	0
muo	Mubako	Mubako	CM	Cameroon	MAF	Middle Africa	Africa	39500	5	39500	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Leko	8.7897	11.9023	6a	F	0	0	1	0	0	0
mup	Malvi	Malvi	IN	India	SAS	Southern Asia	Asia	5440000	7	5440000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Unclassified	23.3121	76.3726	5	T	0	1	0	0	0	0
muq	Miao, Eastern Xiangxi	Eastern Xiangxi Miao	CN	China	EAS	Eastern Asia	Asia	80000	5	80000	1	Hmong-Mien	Hmong-Mien, Hmongic, Xiangxi	28.5064	109.5897	6a	F	0	0	1	0	0	0
mur	Murle	Murle	SS	South Sudan	EAF	Eastern Africa	Africa	60000	5	60000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Surmic, South, Southwest, Didinga-Murle, Murle	6.5638	32.6341	5	T	0	1	0	0	0	0
mus	Muskogee	Muskogee	US	United States	NAM	Northern America	Americas	4470	4	4470	1	Muskogean	Muskogean, Eastern Muskogean, Creek-Seminole	27.0663	-81.0781	7	T	0	0	0	1	0	0
mut	Muria, Western	Western Muria	IN	India	SAS	Southern Asia	Asia	400000	6	400000	1	Dravidian	Dravidian, South-Central, Gondi-Kui, Gondi	19.7366	81.1078	6a	T	0	0	1	0	0	0
muu	Yaaku	Yaaku	KE	Kenya	EAF	Eastern Africa	Africa	10	2	10	1	Afro-Asiatic	Afro-Asiatic, Cushitic, East, Yaaku	0.4775	37.0255	8a	F	0	0	0	0	1	0
muv	Muthuvan	Muthuvan	IN	India	SAS	Southern Asia	Asia	16800	5	16800	1	Dravidian	Dravidian, Southern, Tamil-Kannada, Tamil-Kodagu, Tamil-Malayalam, Tamil	10.2090	77.1031	6a	T	0	0	1	0	0	0
mux	Bo-Ung	Bo-Ung	PG	Papua New Guinea	MEL	Melanesia	Pacific	40900	5	40900	1	Trans-New Guinea	Trans-New Guinea, Chimbu-Wahgi, Hagen, Kaugel	-5.8800	144.0907	5	T	0	1	0	0	0	0
muy	Muyang	Muyang	CM	Cameroon	MAF	Middle Africa	Africa	30000	5	30000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.5	10.8608	14.2111	5	T	0	1	0	0	0	0
muz	Mursi	Mursi	ET	Ethiopia	EAF	Eastern Africa	Africa	7390	4	7424	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Surmic, South, Southeast, Pastoral, Suri	5.7090	36.0938	5	T	0	1	0	0	0	0
mva	Manam	Manam	PG	Papua New Guinea	MEL	Melanesia	Pacific	7950	4	7950	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Schouten, Kairiru-Manam, Manam	-4.0792	145.0342	5	T	0	1	0	0	0	0
mvb	Mattole	Mattole	US	United States	NAM	Northern America	Americas	0	0		1	Eyak-Athabaskan	Eyak-Athabaskan, Athabaskan, Pacific Coast Athabaskan, California Athabaskan	39.1375	-123.6931	9	F	0	0	0	0	1	0
mvd	Mamboru	Mamboru	ID	Indonesia	SEA	South-Eastern Asia	Asia	10000	5	10000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Sumba-Hawu, Sumba	-9.4157	119.5590	6a	F	0	0	1	0	0	0
mve	Marwari	Marwari	PK	Pakistan	SAS	Southern Asia	Asia	146000	6	146000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari	28.3242	71.5671	4	T	1	0	0	0	0	0
mvf	Mongolian, Peripheral	Peripheral Mongolian	CN	China	EAS	Eastern Asia	Asia	3380000	7	3380000	2	Mongolic	Mongolic, Eastern, Oirat-Khalkha, Khalkha-Buriat, Mongolian Proper	42.8640	113.0345	5	T	0	1	0	0	0	0
mvg	Mixtec, Yucuañe	Yucuañe Mixtec	MX	Mexico	CAM	Central America	Americas	710	3	710	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	17.2926	-97.4307	7	T	0	0	0	1	0	0
mvh	Mulgi	Mulgi	TD	Chad	MAF	Middle Africa	Africa	5000	4	5000	1	Afro-Asiatic	Afro-Asiatic, Chadic, East, A, A.1, 1	9.6586	16.9899	6a	F	0	0	1	0	0	0
mvi	Miyako	Miyako	JP	Japan	EAS	Eastern Asia	Asia				1	Japonic	Japonic, Ryukyuan, Sakishima	24.7781	125.3100	8a	F	0	0	0	0	1	0
mvk	Mekmek	Mekmek	PG	Papua New Guinea	MEL	Melanesia	Pacific	1400	4	1400	1	Yuat	Yuat	-4.4480	143.7484	6a	F	0	0	1	0	0	0
mvl	Mbara	Mbara	AU	Australia	ANZ	Australia and New Zealand	Pacific	0	0	0	1	Australian	Australian, Pama-Nyungan, Mbara	-17.2724	143.7733	x10	F	0	0	0	0	0	1
mvm	Muya	Muya	CN	China	EAS	Eastern Asia	Asia	10000	5	10000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Northeastern Tibeto-Burman, Qiangic	29.8001	102.2130	6b	F	0	0	0	1	0	0
mvn	Minaveha	Minaveha	PG	Papua New Guinea	MEL	Melanesia	Pacific	2300	4	2300	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Taupota	-9.6082	150.4833	5	T	0	1	0	0	0	0
mvo	Marovo	Marovo	SB	Solomon Islands	MEL	Melanesia	Pacific	8090	4	8090	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, East	-8.4037	157.7432	5	T	0	1	0	0	0	0
mvp	Duri	Duri	ID	Indonesia	SEA	South-Eastern Asia	Asia	123000	6	123000	1	Austronesian	Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Masenrempulu	-3.3677	119.8758	6b	T	0	0	0	1	0	0
mvq	Moere	Moere	PG	Papua New Guinea	MEL	Melanesia	Pacific	50	2	50	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Pihom, Kumilan	-4.6213	145.4593	7	F	0	0	0	1	0	0
mvr	Marau	Marau	ID	Indonesia	SEA	South-Eastern Asia	Asia	1700	4	1700	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Yapen, Central-Western	-1.6706	135.7831	6b	F	0	0	0	1	0	0
mvs	Massep	Massep	ID	Indonesia	SEA	South-Eastern Asia	Asia	25	2	25	1	Language isolate	Language isolate	-1.7442	138.2851	8b	F	0	0	0	0	1	0
mvt	Mpotovoro	Mpotovoro	VU	Vanuatu	MEL	Melanesia	Pacific	430	3	430	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal	-15.9128	167.2081	6b	F	0	0	0	1	0	0
mvu	Marfa	Marfa	TD	Chad	MAF	Middle Africa	Africa	5000	4	5000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Satellites, Maban, Maba	13.1637	20.8042	6a	F	0	0	1	0	0	0
mvv	Murut, Tahol	Tahol Murut	MY	Malaysia	SEA	South-Eastern Asia	Asia	22000	5	22000	2	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Murutic, Murut	4.5780	116.1826	6b	T	0	0	0	1	0	0
mvw	Machinga	Machinga	TZ	Tanzania	EAF	Eastern Africa	Africa	36000	5	36000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Yao (P.23)	-9.3947	39.4237	6a	F	0	0	1	0	0	0
mvx	Meoswar	Meoswar	ID	Indonesia	SEA	South-Eastern Asia	Asia	250	3	250	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Biakic	-2.0695	134.3825	6b	F	0	0	0	1	0	0
mvy	Kohistani, Indus	Indus Kohistani	PK	Pakistan	SAS	Southern Asia	Asia	200000	6	200000	1	Indo-European	Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern, Dardic, Kohistani	35.1918	73.0257	6a	T	0	0	1	0	0	0
mvz	Mesqan	Mesqan	ET	Ethiopia	EAF	Eastern Africa	Africa	195000	6	195000	1	Afro-Asiatic	Afro-Asiatic, Semitic, South, Ethiopian, South, Outer, tt-Group	8.1006	38.3378	6a	F	0	0	1	0	0	0
mwa	Mwatebu	Mwatebu	PG	Papua New Guinea	MEL	Melanesia	Pacific	120	3	120	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Dobu-Duau	-10.0419	151.0953	6b	F	0	0	0	1	0	0
mwb	Juwal	Juwal	PG	Papua New Guinea	MEL	Melanesia	Pacific	700	3	700	1	Torricelli	Torricelli, Marienberg	-3.7549	143.6997	7	F	0	0	0	1	0	0
mwc	Are	Are	PG	Papua New Guinea	MEL	Melanesia	Pacific	1230	4	1230	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Are	-9.7017	150.0281	5	T	0	1	0	0	0	0
mwe	Mwera	Mwera	TZ	Tanzania	EAF	Eastern Africa	Africa	385000	6	385000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Yao (P.22)	-9.7478	38.8607	6a	T	0	0	1	0	0	0
mwf	Murrinh-Patha	Murrinh-Patha	AU	Australia	ANZ	Australia and New Zealand	Pacific	1970	4	1970	1	Australian	Australian, Daly, Murrinh-Patha	-14.3869	129.7431	5	T	0	1	0	0	0	0
mwg	Aiklep	Aiklep	PG	Papua New Guinea	MEL	Melanesia	Pacific	3700	4	3700	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, West Arawe	-6.2213	149.5535	6a	T	0	0	1	0	0	0
mwh	Mouk-Aria	Mouk-Aria	PG	Papua New Guinea	MEL	Melanesia	Pacific	630	3	630	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Bibling	-5.6991	149.1180	5	T	0	1	0	0	0	0
mwi	Ninde	Ninde	VU	Vanuatu	MEL	Melanesia	Pacific	1100	4	1100	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Labo	-16.4309	167.4451	6b	T	0	0	0	1	0	0
mwk	Maninkakan, Kita	Kita Maninkakan	ML	Mali	WAF	Western Africa	Africa	434000	6	434000	1	Niger-Congo	Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West	13.0926	-9.4807	6a	F	0	0	1	0	0	0
mwl	Mirandese	Mirandese	PT	Portugal	SEU	Southern Europe	Europe	15000	5	15000	1	Indo-European	Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Asturo-Leonese	41.5259	-6.3388	2	T	1	0	0	0	0	0
mwm	Sar	Sar	TD	Chad	MAF	Middle Africa	Africa	183000	6	183000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper	8.9139	18.1523	3	T	1	0	0	0	0	0
mwn	Nyamwanga	Nyamwanga	ZM	Zambia	EAF	Eastern Africa	Africa	281000	6	281000	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, M, Nyiha-Safwa (M.22)	-9.5494	32.5807	5	T	0	1	0	0	0	0
mwo	Maewo, Central	Central Maewo	VU	Vanuatu	MEL	Melanesia	Pacific	1400	4	1400	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	-15.0779	168.1330	6b	T	0	0	0	1	0	0
mwp	Kala Lagaw Ya	Kala Lagaw Ya	AU	Australia	ANZ	Australia and New Zealand	Pacific	960	3	960	1	Australian	Australian, Pama-Nyungan, Kala Lagaw Ya	-10.6884	142.1879	5	T	0	1	0	0	0	0
mwq	Chin, Müün	Müün Chin	MM	Myanmar	SEA	South-Eastern Asia	Asia	15000	5	15000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Peripheral, Southern, Cho-Asho, Cho	21.4592	93.9004	5	T	0	1	0	0	0	0
mws	Mwimbi-Muthambi	Mwimbi-Muthambi	KE	Kenya	EAF	Eastern Africa	Africa	70000	5	70000	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Kikuyu-Kamba (E.531)	-0.1141	37.7309	6a	F	0	0	1	0	0	0
mwt	Moken	Moken	MM	Myanmar	SEA	South-Eastern Asia	Asia	6000	4	6000	2	Austronesian	Austronesian, Malayo-Polynesian, Moklen	12.5005	98.3742	6b	T	0	0	0	1	0	0
mwu	Mittu	Mittu	SS	South Sudan	EAF	Eastern Africa	Africa	0	0	0	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Bongo-Bagirmi, Bongo-Baka, Morokodo-Beli	8.0499	28.8074	x10	F	0	0	0	0	0	1
mwv	Mentawai	Mentawai	ID	Indonesia	SEA	South-Eastern Asia	Asia	58000	5	58000	1	Austronesian	Austronesian, Malayo-Polynesian, Northwest Sumatra-Barrier Islands	-1.3841	98.9176	5	T	0	1	0	0	0	0
mww	Hmong Daw	Hmong Daw	CN	China	EAS	Eastern Asia	Asia	1700400	7	1700400	4	Hmong-Mien	Hmong-Mien, Hmongic, Chuanqiandian	26.8616	104.8721	5	T	0	1	0	0	0	0
mwz	Moingi	Moingi	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	4200	4	4200	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Unclassified	1.1333	23.5801	6b	F	0	0	0	1	0	0
mxa	Mixtec, Northwest Oaxaca	Northwest Oaxaca Mixtec	MX	Mexico	CAM	Central America	Americas	5430	4	5430	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	17.8213	-98.0559	6a	T	0	0	1	0	0	0
mxb	Mixtec, Tezoatlán	Tezoatlán Mixtec	MX	Mexico	CAM	Central America	Americas	5080	4	5080	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	17.6137	-97.9033	5	T	0	1	0	0	0	0
mxc	Manyika	Manyika	ZW	Zimbabwe	EAF	Eastern Africa	Africa	505000	6	505000	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Shona (S.13)	-18.3117	32.6430	5	T	0	1	0	0	0	0
